ID	ORF	Product	Symbol	L.dono_2.5vs0hr_logFC	L.dono_2.5vs0hr_test	L.dono_5vs0hr_logFC	L.dono_5vs0hr_test	L.dono_7.5vs0hr_logFC	L.dono_7.5vs0hr_test	L.dono_10vs0hr_logFC	L.dono_10vs0hr_test	L.dono_15vs0hr_logFC	L.dono_15vs0hr_test	L.dono_24vs0hr_logFC	L.dono_24vs0hr_test	L.dono_144vs0hr_logFC	L.dono_144vs0hr_test
4767661	LinJ01.0110	monothiol glutaredoxin - putative	N/A	0.175899219569794	0	0.177687634167107	0	0.0383135006278552	0	0.112722639525274	0	0.177023479447809	0	-0.036043696352805	0	-0.042726387852837	0
4767662	LinJ01.0120	hypothetical protein - conserved	N/A	0.0731081633675963	0	-0.245909936631708	0	0.527572971385787	0	0.235902532962067	0	0.814338556372066	0	0.722175368764702	0	-0.00525233768997868	0
4767663	LinJ01.0130	hypothetical protein - conserved	N/A	0.0826622177945175	0	0.065875877049101	0	0.222226983260033	0	-0.0554872916130895	0	0.334482632488526	0	0.0911694302964978	0	-0.564803584038374	0
4767664	LinJ01.0140	hypothetical protein - conserved	N/A	0.12190386597884	0	-0.137811881699282	0	0.927170393880843	0	0.228504077999702	0	0.808464192095871	0	0.830410124782281	0	0.438384217907423	0
4767665	LinJ01.0150	hypothetical protein - conserved	N/A	1.01748543273592	0	0.482802771474654	0	1.17606310502613	0	0.51883912126727	0	1.35471293165573	0	1.08145663425667	0	0.316528586152046	0
4767666	LinJ01.0160	LSM domain containing protein - putative	N/A	0.682098112605772	0	0.532542912161997	0	1.38516512379984	0	0.669654929122524	0	1.68583553820555	0	0.936320419360422	0	-0.371929386417597	0
4767667	LinJ01.0170	hypothetical protein - conserved	N/A	-0.221621886874919	0	-0.246915170854859	0	0.308398146785981	0	0.534679268376546	0	0.600265157985405	0	0.45480989370548	0	-0.141950189183694	0
4767668	LinJ01.0180	CLC-type chloride channel - putativeGeneDB:LmjF.01.0180	N/A	-0.852908447797773	0	-0.295172060621435	0	-1.24460884734954	0	0.28522988025218	0	-1.23429851563521	0	-1.02550627762772	0	-0.855511014710656	0
4767669	LinJ01.0190	hypothetical protein - conserved	N/A	-0.00998037609575242	0	0.0137432051054764	0	0.100306921845805	0	0.100206949907395	0	0.119345237621351	0	0.0922947906523888	0	0.0729755933720924	0
4767670	LinJ01.0200	Low molecular weight phosphotyrosine protein phosphatase - putative	N/A	0.0165934273836594	0	0.0534310137748042	0	0.14501668319653	0	0.40354590130621	0	0.243219138715933	0	-0.0221302407422028	0	0.250195439313999	0
4767671	LinJ01.0210	UBA/TS-N domain/CUE domain/Domain of unknown function (DUF1771)/Smr domain containing protein - putative	N/A	0.127444613057822	0	0.356300140257837	0	0.123472415978538	0	1.1482736659854	0	0.197950931305055	0	0.480697137296786	0	0.825941071654855	0
4767672	LinJ01.0220	cyclophilin 12 - putative	CYP12	-0.125330038445581	0	-0.50174176489439	0	-0.0854582338784073	0	-0.201189321971976	0	-0.142901661111805	0	-0.129196677548904	0	-0.695399422284963	0
4767673	LinJ01.0230	hypothetical protein - conserved	N/A	0.51888162101779	0	-0.0053060237165985	0	0.834370609654481	0	0.70227719925894	0	0.931159991000886	0	1.1738832247022	1	0.154137562102626	0
4767674	LinJ01.0240	DNA excision/repair protein SNF2 - putative	N/A	-0.0294064939803915	0	0.0449079312292033	0	-0.212799231873059	0	0.15471247422376	0	0.0532513339736669	0	-0.015968474876388	0	0.0550322731511077	0
4767675	LinJ01.0250	Right handed beta helix region/Periplasmic copper-binding protein (NosD) - putative	N/A	-0.222044763392903	0	0.34990199353972	0	-0.0147660457307461	0	-0.143445879347758	0	0.110727892009217	0	0.0810452567694773	0	0.670372097857266	0
4767676	LinJ01.0260	Calmodulin-binding - putative	N/A	0.0795882669042536	0	0.148500770873015	0	-0.0729103509564606	0	1.19546607871908	0	0.164170397217037	0	0.707734548422622	0	0.875379577661154	0
4767677	LinJ01.0270	thioredoxin - putative	N/A	-0.0908347777860126	0	0.226734289231716	0	-0.531751868397217	0	0.0611843725817813	0	-0.726343219345406	0	-0.614913143142862	0	-0.477536897759522	0
4767678	LinJ01.0280	pseudouridylate synthase-like protein	N/A	0.423033196531648	0	0.137718457531445	0	1.01057946934766	0	1.17096761227245	0	1.10499557572421	0	0.94666398205073	0	0.936257952488262	0
4767679	LinJ01.0290	Cytochrome c oxidase biogenesis protein Cmc1 like - putative	N/A	1.18157124969611	0	1.24365830148379	0	1.83032501247912	1	0.880355536480327	0	1.93261847103717	1	1.72588124102734	1	-0.454056987021023	0
4767680	LinJ01.0300	4F5 protein family - putative	N/A	0.873220423502094	0	1.21277390459107	0	1.32273502899642	0	1.63363008774227	0	1.67201539031803	0	1.51329196062291	0	0.89339554021107	0
4767681	LinJ01.0310	acidocalcisomal exopolyphosphatase - putative	N/A	0.116502498678742	0	0.180079644773105	0	0.0718956239891995	0	-0.67175827373366	0	-0.27982288011861	0	-0.499180249436264	0	-1.41421479426174	-1
4767682	LinJ01.0315	hypothetical protein - conserved	N/A	-0.893560772563442	0	-1.56787312363356	0	-1.1811844595494	0	-1.82899626581675	0	-1.42830049614936	0	-1.43169562740152	0	-2.15322872489977	-1
4767683	LinJ01.0320	poly(A) export protein - putative	N/A	0.0694534644193396	0	-0.781852559725854	0	-0.198595833006639	0	-0.621444102306413	0	-0.792654221843716	0	-0.627697854585891	0	-0.696843923973328	0
4767684	LinJ01.0330	hypothetical protein - conserved	N/A	0.24092257857405	0	0.258944735617602	0	0.467916163731074	0	0.101981349582324	0	0.63212609919594	0	0.576986440933418	0	-0.63725005431475	0
4767686	LinJ01.0340	Uncharacterised protein family (UPF0041) - putative	MPC1	0.185998542554595	0	-0.182615661305574	0	0.10319803232227	0	-0.0465458532822876	0	-0.0581973014472617	0	0.119147685182293	0	-0.187681446071958	0
4767687	LinJ01.0350	hypothetical protein - conserved	N/A	0.191089935792901	0	-0.208105436721195	0	-0.0892028837702021	0	-0.0326192731858024	0	-0.334827576818857	0	-0.122034608578874	0	-0.179748346492756	0
4767688	LinJ01.0360	hypothetical protein - conserved	N/A	0.147057603222185	0	0.27506920283105	0	0.292583811840524	0	0.383784586041644	0	0.238770409716203	0	0.18717777618452	0	0.625656362507137	1
4767689	LinJ01.0370	hypothetical protein - conserved	N/A	0.379486834824162	0	0.541471367309544	0	0.863390214267557	0	0.425287320068962	0	0.763744711157257	0	0.553347432099198	0	0.269251375977937	0
4767690	LinJ01.0380	Protein of unknown function (DUF788) - putative	N/A	0.0608021286390601	0	0.565427393807323	0	-0.133648745266106	0	0.177081813400556	0	0.0739959912445061	0	0.00471666395505643	0	0.188759919854722	0
4767691	LinJ01.0390	Dyggve-Melchior-Clausen syndrome protein - putative	N/A	-0.0798117725411842	0	-0.019123980689133	0	-0.0156032987776218	0	0.0370998668926514	0	-0.0666258807425075	0	-0.0415020722826576	0	0.0912684910828876	0
4767692	LinJ01.0400	hypothetical protein - conserved	N/A	-0.0803589861301335	0	-0.00887415028732796	0	0.0567909105111726	0	0.039035195537406	0	-0.0100200560413235	0	0.162364197280218	0	0.134055269802593	0
4767693	LinJ01.0410	hypothetical protein - conserved	N/A	-0.0435725798767894	0	-0.144750329713526	0	0.222375970876687	0	-0.912372395823214	0	-0.582165479940301	0	-0.746410118079769	0	0.570226134709991	0
4767694	LinJ01.0420	ribosomal protein S7 - putative	N/A	-0.0435725798767894	0	-0.144750329713526	0	0.222375970876687	0	-0.912372395823214	0	-0.582165479940301	0	-0.746410118079769	0	0.570226134709991	0
4767695	LinJ01.0430	ribosomal protein S7 - putative	N/A	0.0717468141517692	0	0.0379651722454506	0	0.197358878380475	0	0.223627173719528	0	0.175938813219688	0	0.34900250982317	0	0.407133011039956	0
4767696	LinJ01.0440	Ring finger domain/Zn-finger in ubiquitin-hydrolases and other protein - putative	N/A	0.210672397525321	0	0.0247808443593627	0	-0.321678401664401	0	0.406283363896258	0	-0.573136901148657	0	0.0715910101105877	0	0.900200135880296	0
4767697	LinJ01.0450	Protein of unknown function (DUF791) - putative	N/A	0.0266476772757489	0	0.0205837147765067	0	0.0354811636257555	0	-0.0884690984217205	0	-6.39346816022623e-06	0	-0.0962009590400079	0	-0.820996761180481	0
4767698	LinJ01.0460	nicotinamidase - putative	PNC1	-0.285475320562988	0	-0.904086797091351	0	-1.37322354345928	0	-1.29926115043472	0	-1.677594147931	0	-1.551573328357	0	-0.585833461822974	0
4767699	LinJ01.0470	conserved protein	N/A	0.582048581850888	0	0.553563512129092	0	0.262013995815478	0	-0.493192575015328	0	-0.181553803742711	0	-0.49430805188253	0	-0.627204961271654	0
4767700	LinJ01.0480	long-chain-fatty-acid-CoA ligase - putative	N/A	0.366004427883183	0	-0.0896907124035344	0	0.00977029886217196	0	-0.830349742267178	0	-0.569333040848001	0	-0.748225447505561	0	-1.87978052283859	-1
4767701	LinJ01.0490	beta eliminating lyase -putative	N/A	-0.499110659711974	0	-0.222682694819449	0	-1.0429135171669	0	-0.757918021548457	0	-1.17909750783929	0	-1.26774344649282	-1	-1.28656553826062	-1
4767702	LinJ01.0500	long-chain-fatty-acid-CoA ligase - putative	N/A	-0.208305050754413	0	-0.165561101221773	0	-0.0608484827834737	0	-0.225074870322904	0	-0.225093399432996	0	-0.125332608845587	0	-0.0112308470774751	0
4767703	LinJ01.0510	long-chain-fatty-acid-CoA ligase - putative	N/A	-0.160172770448366	0	0.375065986991673	0	-0.0427719285713577	0	0.274791768047203	0	0.380666356586883	0	0.449409989030013	0	0.514023082482878	0
4767704	LinJ01.0520	fatty acyl CoA synthetase 2 - putative	N/A	-1.90390812513398	0	-1.89090393452677	0	-1.4114379147472	0	-1.2647449958545	0	-0.82642865927588	0	-1.29635571070975	0	-1.70011588726366	-1
4767705	LinJ01.0530	long-chain-fatty-acid-CoA ligase - putative	N/A	-0.0120483044636579	0	0.0448423398630284	0	0.334798564846098	0	0.40723440603417	0	0.240830926633715	0	0.340077476317773	0	0.560598163242006	0
4767706	LinJ01.0540	long-chain-fatty-acid-CoA ligase - putative	N/A	-0.1863694485515	0	-0.228470318152127	0	-0.0447040409836719	0	-0.138224501381121	0	0.000850517472752443	0	-0.0329927999606827	0	-0.0939853201512104	0
4767707	LinJ01.0550	hypothetical protein - conserved	N/A	0.0717184525041086	0	-0.0162325796745977	0	0.184074263009052	0	0.0244051370500875	0	0.137929028087359	0	0.148820132881675	0	0.0676487800991037	0
4767708	LinJ01.0560	hypothetical protein - conserved	N/A	0.100470090840745	0	-0.118675652891518	0	0.367407097795503	0	0.204685994091787	0	0.333904391208637	0	-0.191045137316753	0	0.241719399464709	0
4767709	LinJ01.0570	pre-mRNA processing factor 3 (PRP3)/Protein of unknown function (DUF1115) - putative	N/A	0.113934361137231	0	0.0932213397922759	0	-0.0389090556962515	0	0.0501779353046734	0	-0.00726853678926709	0	-0.0490818854728161	0	-0.0661329477074384	0
4767710	LinJ01.0580	tricarboxylate carrier - putative	N/A	0.153705749849529	0	0.395802114588813	0	0.208335841570898	0	0.022436149431547	0	0.16384944942122	0	0.00341267445061177	0	0.0657220160763181	0
4767711	LinJ01.0590	hypothetical protein - conserved	N/A	0.396075263907374	0	0.834102268855155	0	0.948178216504067	0	1.4885852914312	0	1.20364153080564	0	0.766602768417636	0	1.13091541933877	0
4767712	LinJ01.0600	KREL1	N/A	-0.0514281247577326	0	0.00288226926237645	0	-0.184583390214934	0	0.29386982506672	0	-0.0437529128812155	0	0.251459630970561	0	1.0842674771622	1
4767713	LinJ01.0610	Rab-GTPase-TBC domain containing protein - putative	N/A	0.404124422034801	0	-0.0280198271976726	0	1.03152488751275	1	0.362302627521535	0	0.900694259187052	1	0.63424214286224	0	0.44444256894276	0
4767714	LinJ01.0620	DNA-damage inducible protein DDI1-like protein	N/A	-0.14347632125003	0	-0.10572254252522	0	-0.103975959881927	0	-0.0267303596330661	0	-0.144798592432673	0	-0.0157028828811834	0	0.0444766285264535	0
4767715	LinJ01.0630	hypothetical protein - conserved	N/A	-0.460539974612329	0	-0.409125868087063	0	0.102547410739863	0	-0.133081396219469	0	0.342394125654291	0	0.321615057220399	0	0.233893569394255	0
4767716	LinJ01.0640	hypothetical protein - conserved	N/A	0.142808694856438	0	0.0674700525854144	0	0.137597365130582	0	0.0944528743206003	0	0.0146701480784301	0	0.0354997314376568	0	0.230230803442005	0
4767717	LinJ01.0650	HSP70-like protein	N/A	0.286030744165451	0	0.0663907924014868	0	-0.314281408828602	0	0.338793101330312	0	0.284492195467919	0	0.279081037732512	0	-0.836433847730791	0
4767718	LinJ01.0660	metallo-peptidase - Clan ME - Family M16	MPPB	-0.0892394046852356	0	0.0493387826022254	0	-0.00792500733767287	0	0.0691832432562842	0	0.010526755414606	0	0.00990262764421246	0	0.00826978659606503	0
4767719	LinJ01.0670	hypothetical protein - conserved	N/A	-0.418656764686546	0	-0.0304203046902902	0	-0.181912105523842	0	0.0880953826124156	0	0.174324563729559	0	-0.183503432183446	0	0.130674851953067	0
4767720	LinJ01.0680	hypothetical protein - conserved	N/A	0.136467895291415	0	0.0386394719930028	0	0.0520908599161398	0	0.200572886431287	0	0.120658068842332	0	0.214396464905652	0	0.66891707994306	1
4767721	LinJ01.0690	hypothetical protein - conserved	N/A	1.10484370543955	0	0.670546132522809	0	1.66336851539991	0	0.906733375351617	0	1.58014922951061	0	1.671391598675	0	1.49895095942348	1
4767722	LinJ01.0700	PLAC8 family - putative	N/A	0.687545712185091	0	0.543689006742249	0	0.994566682742517	0	0.731810663334495	0	1.18885680448185	1	1.38428531017029	1	1.60240195002031	1
4767723	LinJ01.0710	PLAC8 family - putative	N/A	-0.0422451414622342	0	0.149337435878409	0	0.143772189074937	0	0.248006791139874	0	0.202824777313541	0	0.0067929571685621	0	0.398239901598736	0
4767724	LinJ01.0720	ubiquitin activating enzyme - putative	N/A	0.0449126098167039	0	0.108573369100132	0	0.102574565247233	0	0.0807251950651482	0	0.176899146835328	0	0.251584050922777	0	0.564047027895099	0
4767725	LinJ01.0730	hypothetical protein - conserved	N/A	0.217299304411585	0	0.00547222306521089	0	0.222340047133193	0	0.242629331662974	0	0.156508381727262	0	0.112641492565309	0	0.448593452423838	0
4767726	LinJ01.0740	Meckel syndrome type 6 protein - putative	mks6	0.121299784367834	0	0.4115630617508	0	-0.196318217585985	0	0.639471332308931	0	0.0269179879788757	0	0.0391139891061476	0	1.30023443777616	1
4767727	LinJ01.0750	hypothetical protein - conserved	N/A	0.0926179562288558	0	0.187317529151358	0	0.310683374305169	0	0.601762412553952	0	0.272493277369728	0	0.321906774204158	0	0.360731074820373	0
4767728	LinJ01.0760	protein kinase - putative	N/A	0.0156478199268104	0	0.0259080338543214	0	0.0941163114104704	0	0.0812439437262347	0	0.07257710473427	0	0.048289713963662	0	0.167953497183684	0
4767729	LinJ01.0770	hypothetical protein - conserved	N/A	0.204001229761639	0	-0.099379038610051	0	-0.511797951576176	0	-0.849085939308109	0	-0.545850680282346	0	-0.681193650231117	0	-0.535922894182445	0
4767730	LinJ01.0780	eukaryotic initiation factor 4a - putative	EIF4A1	0.204001229761639	0	-0.099379038610051	0	-0.511797951576176	0	-0.849085939308109	0	-0.545850680282346	0	-0.681193650231117	0	-0.535922894182445	0
4767731	LinJ01.0790	eukaryotic initiation factor 4a - putative	EIF4A1	0.223547974474768	0	0.184282039684616	0	0.0724904121270837	0	0.690915872874718	0	0.482773749315314	0	0.331768877985827	0	0.707821171528347	0
4767732	LinJ01.0800	hypothetical protein - conserved	N/A	-0.0370677809880213	0	0.0273000035934725	0	0.123495509259691	0	0.155047329990849	0	0.110985398210977	0	0.0038947821459292	0	0.277248705201046	0
4767733	LinJ01.0810	hypothetical protein - conserved	N/A	-0.0867658927120747	0	-0.36780599347798	0	-0.0310195437248701	0	-0.630802559122892	0	-0.0768530223340687	0	-0.00263268249299831	0	-0.193144030931892	0
4767734	LinJ01.0820	calcium/potassium channel (CAKC) - putative	N/A	0.345735559427148	0	0.290493612478318	0	0.610195444739254	0	0.509117550032204	0	0.676025915910797	0	1.04848075065036	1	1.84901721526039	1
4767735	LinJ01.0830	potassium channel subunit-like protein	N/A	0.827592853851502	0	1.25228634505462	0	0.244083247722938	0	1.50644836984342	0	0.801007269307065	0	0.651629013957058	0	2.0457583273548	1
4767738	LinJ02.0040	hypothetical protein - conserved	N/A	-0.0618530025312616	0	-0.216226182555072	0	0.0422446116756774	0	-0.505076499985632	0	0.0196296355023673	0	-0.44564402509023	0	-0.690278761835124	0
4767739	LinJ02.0050	hypothetical protein - conserved	N/A	0.371936363513528	0	0.456120686143368	0	0.390399467111656	0	0.654698755260689	0	0.221040563339134	0	0.0909977150992738	0	-0.467993875444762	0
4767740	LinJ02.0060	hypothetical protein - conserved	N/A	0.212586035782296	0	0.106550839738268	0	0.189890378205238	0	0.179163223037483	0	0.216257868220096	0	0.31278555214338	0	0.404248432488723	0
4767741	LinJ02.0070	hypothetical protein - conserved	N/A	0.426415383540416	0	0.435744263517593	0	0.636917653902085	0	0.54419850455406	0	0.593038436002317	0	0.765399858777664	0	0.917172969999804	1
4767742	LinJ02.0080	hypothetical protein - conserved	N/A	0.170040145492282	0	0.248591107123652	0	0.336411461969924	0	0.337288208198243	0	0.00179633460010464	0	0.379714251600434	0	0.393563020854304	0
4767744	LinJ02.0090	tRNA exportin - putative	N/A	-0.154661360716275	0	-0.336421738875224	0	-0.118694179013231	0	-1.03453823170767	0	-0.326024005255414	0	-0.718783780898574	0	-2.78819016293125	-1
4767745	LinJ02.0100	phosphatidylinositol kinase related protein - putative	N/A	-0.139571542711294	0	-0.125043378216809	0	0.146179421062045	0	0.347908411254028	0	0.209774888063862	0	0.228995086795951	0	-0.633603372999017	0
4767746	LinJ02.0110	Zinc-finger of C2H2 type - putative	N/A	-0.0281991051357959	0	-0.181518616173369	0	-0.718027471122417	0	-0.25022620998104	0	-0.909577124079769	0	-0.713765315582503	0	0.482037388474522	0
4767747	LinJ02.0120	Ankyrin repeats (many copies)/Ankyrin repeats (3 copies)/Zinc finger - C3HC4 type (RING finger) containing protein - putativ	N/A	0.0745936707746964	0	0.0569387384122146	0	0.0538460381230843	0	0.022772822733673	0	0.0965212027750715	0	0.109447488550113	0	0.381071805643689	0
4767748	LinJ02.0130	Vps51/Vps67 - putative	N/A	-0.0843207862621487	0	0.146255456221349	0	0.32177969113831	0	0.143381422878894	0	0.188851977486722	0	-0.171236405633787	0	-0.565903598971735	0
4767749	LinJ02.0140	phosphoglycan beta 1 -3 galactosyltransferase	SCGR6	-0.0664724238902439	0	0.286651454229479	0	-0.0859541877451599	0	0.0986310575156004	0	-0.123401729306143	0	-0.0924913781346932	0	0.0286260951853325	0
4767750	LinJ02.0150	phosphoglycan beta 1 -3 galactosyltransferase	SCGR5	0.197429745731466	0	0.293573263570297	0	0.187925784509575	0	0.0309797588596226	0	0.0384829382943721	0	0.189429534461549	0	0.150417204830949	0
4767752	LinJ02.0160	phosphoglycan beta 1 -3 galactosyltransferase	SCGR4	-0.781721900952888	0	-0.744006546947762	0	-1.65375384227888	0	-1.06380845312665	0	-1.87957296415453	0	-1.01755773554302	0	0.892345086631297	0
4767753	LinJ02.0170	hypothetical protein - conserved	N/A	-0.265584749798695	0	0.474257098788781	0	0.432202834437374	0	-0.153391591895406	0	-0.21793653344864	0	-0.433508662265811	0	-0.457394264985629	0
4767754	LinJ02.0190	hypothetical protein - conserved	N/A	-0.0945828320891646	0	0.243905685627951	0	-0.145306857884071	0	-0.206115068999288	0	-0.0270763266339999	0	-0.373860047380284	0	-0.254263588398966	0
4767755	LinJ02.0200	hypothetical protein - conserved	N/A	0.0312281700805528	0	-0.153906122172689	0	-0.0701004562125274	0	-0.242230236163945	0	-0.258149660193018	0	-0.031121117544556	0	0.107171575875292	0
4767756	LinJ02.0210	NIMA/Nek Serine/threonine-protein kinase family - putative	N/A	-0.319586245800752	0	0.242464870324213	0	0.042178445247381	0	-0.818547153911598	0	-0.13903158698604	0	-0.854912469605885	0	-0.814322436749311	0
4767757	LinJ02.0220	ATP-binding cassette subfamily A - member 1 - putative	N/A	0.122618347216019	0	0.203848142257822	0	-0.321385932125697	0	-0.0803057735318387	0	-0.516231588563193	0	-0.552601671457019	0	-0.166298918715289	0
4767758	LinJ02.0230	Soluble NSF attachment protein - SNAP - putative	N/A	-0.0621394702699991	0	-0.339847454771958	0	-0.436327879569513	0	-0.461349902766191	0	-0.748239049807051	0	-0.692468217559905	0	-1.1490484792621	-1
4767759	LinJ02.0240	RNase PH-like protein - putative	RRP41B	0.020284412608933	0	0.182108602508161	0	0.13905384256719	0	0.678921456208491	0	0.251865816109344	0	0.573631755807914	0	0.777263842945664	1
4767760	LinJ02.0250	glycosyl transferase - putative	N/A	0.0887092453823977	0	0.463507710294853	0	-0.103077864834462	0	0.888263395584413	0	0.286354382160469	0	0.407409454523891	0	0.706815783481436	0
4767761	LinJ02.0260	EamA-like transporter family/Triose-phosphate Transporter family/UAA transporter family - putative	N/A	0.186119571756567	0	0.673370040313015	0	-0.0166354520543095	0	1.03646407946183	0	-0.359205791521174	0	0.0976867757674817	0	1.74637037007614	0
4767762	LinJ02.0270	hypothetical protein - conserved	N/A	-0.405639364103775	0	-0.336700812217696	0	-1.15529557144427	0	-0.398646934631413	0	-1.11619511141646	0	-0.954653490001981	0	-0.998052682849996	0
4767763	LinJ02.0280	casein kinase II - alpha chain - putative	N/A	0.315870823238492	0	0.248627354740954	0	0.665006676295324	0	0.674583765705796	0	0.674622071411921	0	0.287660935772119	0	0.317344755554675	0
4767764	LinJ02.0290	proteasome regulatory non-ATPase subunit 6 - putative	N/A	0.315475043601182	0	0.220318145374893	0	0.154779737221549	0	0.397126006277859	0	0.184564846411123	0	0.384057146368435	0	0.311865778725585	0
4767765	LinJ02.0300	FtsJ-like methyltransferase - putative	N/A	0.0130959273798856	0	0.222774401747745	0	0.0996700352109459	0	0.413298112704763	0	0.204516993187918	0	0.212803906403768	0	1.23477642746928	1
4767766	LinJ02.0310	ubiquitin-conjugating enzyme E2 - putative	N/A	-0.705341552178305	0	-0.685135893628138	0	-0.432061884045121	0	-0.564720628175735	0	-0.49961959309397	0	-0.636933151718016	0	-0.850938377103063	-1
4767768	LinJ02.0330	Mitochondrial protein 81	KREPA1	0.206850188710828	0	0.172474772463011	0	0.247103396878185	0	0.164005484736934	0	0.319345371546803	0	0.436439696674013	0	0.152783358731882	0
4767769	LinJ02.0340	hypothetical protein - conserved	N/A	0.198326288799374	0	0.335921624519388	0	0.458529558718278	0	0.974766308597882	0	0.373838090393693	0	0.355535177333119	0	0.706848439997469	0
4767770	LinJ02.0350	serine peptidase - Clan S- - family S54 - putative	N/A	-0.0769080894427736	0	0.0355224937410048	0	0.0418645277842167	0	0.221123029765225	0	0.0667336819377438	0	0.039338914376664	0	0.176222931055499	0
4767772	LinJ02.0370	voltage-dependent anion-selective channel - putative	N/A	-0.22338371701457	0	0.114213463191708	0	-0.383809050654142	0	-0.618226955315517	0	-0.411753059849255	0	-0.657710671174685	0	-1.0464943205026	-1
4767773	LinJ02.0380	voltage-dependent anion-selective channel - putative	VDAC	0.192768869166159	0	0.180041858877019	0	0.34132015050796	0	0.204012160878443	0	0.347659508092804	0	0.264853008003157	0	0.376480167674327	0
4767774	LinJ02.0390	hypothetical protein - conserved	N/A	-0.0601056221418839	0	0.544999557022415	0	0.224015948456437	0	0.203252971010862	0	0.373121614780207	0	0.221123016980827	0	0.692951521107991	0
4767775	LinJ02.0400	hypothetical protein - conserved	N/A	-0.127955297150594	0	0.149232949798558	0	0.11466916474499	0	0.0539590746305638	0	0.171411231670623	0	-0.0657215146121306	0	0.0469813424056724	0
4767776	LinJ02.0410	hypothetical protein - conserved	N/A	0.0693171425975576	0	0.087932430601616	0	0.121725120750951	0	0.134644949681056	0	0.0680734777638374	0	0.144400983606435	0	0.221285385818538	0
4767777	LinJ02.0420	glycerate kinase - putative	N/A	-0.0538698332693537	0	-0.00433199709180876	0	-0.160558997970032	0	-0.285117276580233	0	-0.155800084100737	0	-0.221388910908266	0	-0.042991539203415	0
4767778	LinJ02.0430	hypothetical protein - conserved	N/A	-0.260953092091704	0	-0.058795993085532	0	-0.105074659144119	0	0.438996478927937	0	-0.0379379993756315	0	0.121216729449074	0	-0.013985232105191	0
4767779	LinJ02.0440	hypothetical protein - conserved	N/A	0.37001440799505	0	0.522882241857874	0	0.0396174076004616	0	0.564964931221769	0	0.0579526419474323	0	0.138077758082174	0	0.282825905958656	0
4767780	LinJ02.0450	hypothetical protein - conserved	N/A	-0.206708285308394	0	0.0399999461861507	0	-0.58815118659829	0	0.0735073323734206	0	-0.482881721074186	0	-0.379174002419069	0	0.363373237618899	0
4767781	LinJ02.0460	hypothetical protein - conserved	N/A	1.32344245127548	0	1.29525876720659	0	0.712568138770397	0	1.19515070315148	0	0.891934116307581	0	0.719776465567811	0	0.680038824540103	0
4767782	LinJ02.0470	hypothetical protein - conserved	N/A	0.106071740266013	0	-0.0510026333725921	0	0.443285031543754	0	0.287366616679737	0	0.415023506963312	0	0.734034223805397	0	0.748302010675355	0
